GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC39,HC02_EST_VC40,HC02_EST_VC41,HC02_EST_VC42,HC02_EST_VC43,HC02_EST_VC46,HC02_EST_VC47,HC02_EST_VC48,HC02_EST_VC49,HC02_EST_VC52,HC02_EST_VC53,HC02_EST_VC56,HC02_EST_VC57
1400000US37157041001,37157041001,"Census Tract 410.01, Rockingham County, North Carolina",360,12.2,22.8,17.8,47.2,267,46.8,125,5.6,390,0,390,33.8
1400000US37157041002,37157041002,"Census Tract 410.02, Rockingham County, North Carolina",462,11.3,45,27.7,16,291,75.3,219,0,441,0,441,23.8
1400000US37157041100,37157041100,"Census Tract 411, Rockingham County, North Carolina",561,13.7,40.6,31.7,13.9,347,73.2,254,23.6,617,9.9,617,28.5
1400000US37157041200,37157041200,"Census Tract 412, Rockingham County, North Carolina",411,10.2,49.1,36,4.6,292,87,254,5.9,405,7.4,405,21
1400000US37157041300,37157041300,"Census Tract 413, Rockingham County, North Carolina",302,1,32.8,45,21.2,210,75.2,158,0,318,0,318,11.3
1400000US37157041400,37157041400,"Census Tract 414, Rockingham County, North Carolina",124,39.5,36.3,24.2,0,87,55.2,48,18.8,120,22.5,120,53.3
1400000US37157041500,37157041500,"Census Tract 415, Rockingham County, North Carolina",669,7.3,30.8,46,15.8,341,91.5,312,5.1,643,4,643,32.2
1400000US37157041601,37157041601,"Census Tract 416.01, Rockingham County, North Carolina",248,9.3,30.6,36.3,23.8,139,79.9,111,0,248,0,248,16.1
1400000US37157041602,37157041602,"Census Tract 416.02, Rockingham County, North Carolina",328,8.2,42.4,33.8,15.5,228,73.2,167,0,328,9.8,328,10.4
1400000US37159050201,37159050201,"Census Tract 502.01, Rowan County, North Carolina",248,23.8,50.8,6.9,18.5,122,65.6,80,13.8,221,4.5,221,34.8
1400000US37159050202,37159050202,"Census Tract 502.02, Rowan County, North Carolina",248,8.9,23.4,30.2,37.5,152,61.2,93,14,226,0,226,27
1400000US37159050300,37159050300,"Census Tract 503, Rowan County, North Carolina",344,9.3,37.2,29.7,23.8,213,78.4,167,23.4,344,14.8,344,33.7
1400000US37159050400,37159050400,"Census Tract 504, Rowan County, North Carolina",120,5,25.8,53.3,15.8,105,91.4,96,0,119,5,119,24.4
1400000US37159050500,37159050500,"Census Tract 505, Rowan County, North Carolina",318,8.5,22.3,32.1,37.1,131,74,97,10.3,263,7.6,263,16.3
1400000US37159050700,37159050700,"Census Tract 507, Rowan County, North Carolina",301,8,35.5,48.8,7.6,254,91.7,233,18,296,17.2,296,15.2
1400000US37159050800,37159050800,"Census Tract 508, Rowan County, North Carolina",174,10.9,36.2,47.1,5.7,108,64.8,70,27.1,174,17.8,174,37.9
1400000US37159050901,37159050901,"Census Tract 509.01, Rowan County, North Carolina",373,8.6,27.1,43.2,21.2,264,83.3,220,3.6,373,1.9,373,22
1400000US37159050903,37159050903,"Census Tract 509.03, Rowan County, North Carolina",392,4.3,49.5,30.9,15.3,277,51.3,142,11.3,392,0,392,37.8
1400000US37159050904,37159050904,"Census Tract 509.04, Rowan County, North Carolina",235,16.2,29.4,40.4,14,131,100,131,0,262,0,262,47.3
1400000US37159051001,37159051001,"Census Tract 510.01, Rowan County, North Carolina",556,12.9,45.5,35.8,5.8,314,81.8,257,24.1,556,6.8,556,26.3
1400000US37159051002,37159051002,"Census Tract 510.02, Rowan County, North Carolina",493,4.5,37.7,33.3,24.5,276,66.7,184,8.7,498,12.2,498,19.5
1400000US37159051101,37159051101,"Census Tract 511.01, Rowan County, North Carolina",475,9.1,43.4,21.5,26.1,237,72.2,171,0,496,8.9,496,17.9
1400000US37159051102,37159051102,"Census Tract 511.02, Rowan County, North Carolina",279,8.6,53.4,31.5,6.5,206,66,136,8.1,279,3.6,279,31.2
1400000US37159051201,37159051201,"Census Tract 512.01, Rowan County, North Carolina",488,13.1,34.8,42.6,9.4,373,45.8,171,0,319,6,319,44.8
1400000US37159051202,37159051202,"Census Tract 512.02, Rowan County, North Carolina",208,3.8,44.7,33.2,18.3,113,61.1,69,0,227,6.2,227,26
1400000US37159051204,37159051204,"Census Tract 512.04, Rowan County, North Carolina",274,5.1,42.3,33.9,18.6,157,70.1,110,43.6,274,7.3,274,14.2
1400000US37159051301,37159051301,"Census Tract 513.01, Rowan County, North Carolina",213,8,28.6,49.8,13.6,133,61.7,82,40.2,221,19,221,35.7
1400000US37159051302,37159051302,"Census Tract 513.02, Rowan County, North Carolina",326,2.8,31.3,43.6,22.4,151,57,86,0,326,4.3,326,25.5
1400000US37159051303,37159051303,"Census Tract 513.03, Rowan County, North Carolina",568,1.9,24.5,26.8,46.8,342,76,260,3.5,563,4.1,563,24.3
1400000US37159051400,37159051400,"Census Tract 514, Rowan County, North Carolina",489,8.8,33.5,46.2,11.5,255,56.9,145,16.6,472,17.4,472,20.1
1400000US37159051501,37159051501,"Census Tract 515.01, Rowan County, North Carolina",197,8.1,32.5,24.9,34.5,131,100,131,16.8,189,0,189,11.6
1400000US37159051502,37159051502,"Census Tract 515.02, Rowan County, North Carolina",271,30.3,23.2,23.2,23.2,148,77,114,29.8,281,9.6,281,29.5
1400000US37159051600,37159051600,"Census Tract 516, Rowan County, North Carolina",423,14.9,46.8,27.4,10.9,234,69.2,162,17.9,423,21.7,423,33.3
1400000US37159051700,37159051700,"Census Tract 517, Rowan County, North Carolina",615,15.4,19.3,60.3,4.9,459,61.9,284,17.3,609,4.4,609,27.9
1400000US37159051801,37159051801,"Census Tract 518.01, Rowan County, North Carolina",286,18.5,38.8,21.7,21,245,60.8,149,11.4,286,6.6,286,16.8
1400000US37159051802,37159051802,"Census Tract 518.02, Rowan County, North Carolina",340,17.4,41.5,38.8,2.4,166,63.9,106,29.2,340,5.3,340,36.8
1400000US37159051901,37159051901,"Census Tract 519.01, Rowan County, North Carolina",391,16.1,35.5,26.6,21.7,234,88.9,208,6.7,391,2,391,22.5
1400000US37159051902,37159051902,"Census Tract 519.02, Rowan County, North Carolina",389,4.4,44.5,37.5,13.6,316,93,294,7.8,407,3.9,407,35.4
1400000US37159052000,37159052000,"Census Tract 520, Rowan County, North Carolina",203,15.8,35,31.5,17.7,147,89.8,132,25.8,193,21.8,193,35.2
1400000US37161960100,37161960100,"Census Tract 9601, Rutherford County, North Carolina",604,1.5,31,35.4,32.1,357,47.6,170,8.2,693,0,693,32.9
1400000US37161960200,37161960200,"Census Tract 9602, Rutherford County, North Carolina",685,13.3,34.6,27.4,24.7,319,72.7,232,5.2,685,13.3,685,29.1
1400000US37161960300,37161960300,"Census Tract 9603, Rutherford County, North Carolina",344,0,17.4,36.6,45.9,121,38.8,47,12.8,344,0.9,344,26.5
1400000US37161960400,37161960400,"Census Tract 9604, Rutherford County, North Carolina",340,10.6,29.7,41.8,17.9,184,64.1,118,0,323,9,323,30.7
1400000US37161960500,37161960500,"Census Tract 9605, Rutherford County, North Carolina",809,6.3,36.8,32.8,24.1,416,82.5,343,25.4,785,2.5,785,32.6
1400000US37161960600,37161960600,"Census Tract 9606, Rutherford County, North Carolina",267,0,26.6,47.9,25.5,146,36.3,53,22.6,267,0,267,52.4
1400000US37161960700,37161960700,"Census Tract 9607, Rutherford County, North Carolina",311,4.2,27.7,43.4,24.8,159,61,97,11.3,311,6.4,311,39.2
1400000US37161960800,37161960800,"Census Tract 9608, Rutherford County, North Carolina",175,9.1,39.4,51.4,0,106,37.7,40,0,189,0,189,49.7
1400000US37161960900,37161960900,"Census Tract 9609, Rutherford County, North Carolina",384,3.6,35.7,44.3,16.4,201,72.6,146,0,384,15.6,384,31.5
1400000US37161961000,37161961000,"Census Tract 9610, Rutherford County, North Carolina",594,18.5,16.7,37,27.8,387,87.1,337,15.4,594,9.9,594,33.5
1400000US37161961101,37161961101,"Census Tract 9611.01, Rutherford County, North Carolina",247,0,17.8,64,18.2,191,30.9,59,0,247,25.9,247,46.6
1400000US37161961102,37161961102,"Census Tract 9611.02, Rutherford County, North Carolina",261,19.5,24.9,52.1,3.4,168,54.2,91,0,261,14.9,261,39.5
1400000US37161961200,37161961200,"Census Tract 9612, Rutherford County, North Carolina",449,20.5,33.4,41.6,4.5,229,82.1,188,0,417,5,417,22.3
1400000US37163970100,37163970100,"Census Tract 9701, Sampson County, North Carolina",448,12.9,45.1,37.5,4.5,300,64.7,194,0,448,6.9,448,23.2
1400000US37163970200,37163970200,"Census Tract 9702, Sampson County, North Carolina",441,20.6,32.7,29,17.7,245,85.7,210,4.3,441,11.6,441,27.4
1400000US37163970301,37163970301,"Census Tract 9703.01, Sampson County, North Carolina",508,9.1,49.2,35.6,6.1,296,95.3,282,0,508,3,508,40
1400000US37163970302,37163970302,"Census Tract 9703.02, Sampson County, North Carolina",267,11.6,39,36,13.5,207,62.3,129,21.7,267,5.2,267,36.3
1400000US37163970400,37163970400,"Census Tract 9704, Sampson County, North Carolina",557,10.4,44.9,28.2,16.5,401,43.1,173,17.3,557,7.4,557,55.7
1400000US37163970500,37163970500,"Census Tract 9705, Sampson County, North Carolina",319,24.8,34.5,31,9.7,214,60.7,130,6.2,319,11.3,319,51.4
1400000US37163970600,37163970600,"Census Tract 9706, Sampson County, North Carolina",284,15.1,34.9,23.2,26.8,119,79,94,4.3,277,7.6,277,39.7
1400000US37163970700,37163970700,"Census Tract 9707, Sampson County, North Carolina",595,4.2,33.1,40.5,22.2,374,66.3,248,2.4,595,8.9,595,31.1
1400000US37163970800,37163970800,"Census Tract 9708, Sampson County, North Carolina",462,11.7,34.4,37.7,16.2,249,66.3,165,11.5,431,7,431,37.1
1400000US37163970900,37163970900,"Census Tract 9709, Sampson County, North Carolina",218,13.8,26.1,45,15.1,142,53.5,76,18.4,228,28.1,228,40.8
1400000US37163971000,37163971000,"Census Tract 9710, Sampson County, North Carolina",250,10,29.2,32.4,28.4,121,81.8,99,54.5,249,30.1,249,17.7
1400000US37165010101,37165010101,"Census Tract 101.01, Scotland County, North Carolina",284,0,26.1,51.1,22.9,197,66,130,17.7,284,0,284,23.9
1400000US37165010102,37165010102,"Census Tract 101.02, Scotland County, North Carolina",517,9.9,31.3,39.8,19,350,75.7,265,23,496,26.4,496,24
1400000US37165010200,37165010200,"Census Tract 102, Scotland County, North Carolina",140,8.6,43.6,35,12.9,99,51.5,51,35.3,130,33.1,130,49.2
1400000US37165010300,37165010300,"Census Tract 103, Scotland County, North Carolina",263,18.6,45.6,22.1,13.7,146,83.6,122,0,263,6.1,263,47.9
1400000US37165010400,37165010400,"Census Tract 104, Scotland County, North Carolina",276,19.6,28.6,30.8,21,184,46.7,86,0,204,0,204,47.1
1400000US37165010500,37165010500,"Census Tract 105, Scotland County, North Carolina",536,9.5,29.5,30.2,30.8,337,68.5,231,9.5,536,8.4,536,33.4
1400000US37165010600,37165010600,"Census Tract 106, Scotland County, North Carolina",613,9.3,37.4,40.1,13.2,457,74.4,340,20,632,16.3,632,29.1
1400000US37167930101,37167930101,"Census Tract 9301.01, Stanly County, North Carolina",377,10.1,30,38.7,21.2,150,66.7,100,2,377,1.6,377,32.4
1400000US37167930102,37167930102,"Census Tract 9301.02, Stanly County, North Carolina",342,12.6,41.5,26.6,19.3,163,70.6,115,0,342,14.6,342,17.3
1400000US37167930200,37167930200,"Census Tract 9302, Stanly County, North Carolina",301,11.6,29.2,36.5,22.6,175,49.1,86,15.1,198,0,198,15.7
1400000US37167930300,37167930300,"Census Tract 9303, Stanly County, North Carolina",257,3.5,29.6,51,16,125,84,105,7.6,253,0,253,20.2
1400000US37167930500,37167930500,"Census Tract 9305, Stanly County, North Carolina",236,15.7,26.7,46.2,11.4,151,89.4,135,14.1,228,12.3,228,32.5
1400000US37167930700,37167930700,"Census Tract 9307, Stanly County, North Carolina",254,9.4,33.9,52.8,3.9,151,56.3,85,10.6,254,0,254,13
1400000US37167930801,37167930801,"Census Tract 9308.01, Stanly County, North Carolina",262,7.3,41.2,38.5,13,115,92.2,106,22.6,262,8.4,262,35.9
1400000US37167930802,37167930802,"Census Tract 9308.02, Stanly County, North Carolina",315,15.9,41.9,34.9,7.3,156,84.6,132,10.6,315,3.8,315,39
1400000US37167930900,37167930900,"Census Tract 9309, Stanly County, North Carolina",355,20.3,28.7,40.8,10.1,157,71.3,112,0,355,7.6,355,46.2
1400000US37167931000,37167931000,"Census Tract 9310, Stanly County, North Carolina",507,13,11.4,45.6,30,375,65.3,245,0,504,13.5,504,25.6
1400000US37167931100,37167931100,"Census Tract 9311, Stanly County, North Carolina",550,24.2,31.5,26.9,17.5,264,50.8,134,0,554,4.3,554,34.3
1400000US37167931201,37167931201,"Census Tract 9312.01, Stanly County, North Carolina",292,4.5,33.6,32.9,29.1,78,67.9,53,54.7,291,0,291,37.1
1400000US37167931202,37167931202,"Census Tract 9312.02, Stanly County, North Carolina",242,9.9,47.1,31.4,11.6,124,81.5,101,36.6,263,1.9,263,44.9
1400000US37169070100,37169070100,"Census Tract 701, Stokes County, North Carolina",380,12.9,55.8,28.4,2.9,209,71.8,150,10,380,7.1,380,21.3
1400000US37169070200,37169070200,"Census Tract 702, Stokes County, North Carolina",366,15.8,35.8,26.5,21.9,234,66.7,156,32.7,353,5.4,353,16.7
1400000US37169070300,37169070300,"Census Tract 703, Stokes County, North Carolina",362,13,45.9,25.4,15.7,169,66.9,113,0,362,0,362,23.5
1400000US37169070400,37169070400,"Census Tract 704, Stokes County, North Carolina",380,8.4,53.2,35.8,2.6,159,52.2,83,0,380,15.5,380,23.4
1400000US37169070501,37169070501,"Census Tract 705.01, Stokes County, North Carolina",425,14.1,38.8,24,23.1,229,49.3,113,0,398,0,398,35.4
1400000US37169070503,37169070503,"Census Tract 705.03, Stokes County, North Carolina",449,5.1,37,40.3,17.6,266,65,173,18.5,449,7.8,449,13.8
1400000US37169070504,37169070504,"Census Tract 705.04, Stokes County, North Carolina",203,22.2,35.5,28.6,13.8,138,61.6,85,0,203,7.4,203,26.1
1400000US37169070600,37169070600,"Census Tract 706, Stokes County, North Carolina",301,27.2,35.2,20.9,16.6,127,71.7,91,18.7,301,4,301,24.6
1400000US37169070700,37169070700,"Census Tract 707, Stokes County, North Carolina",309,13.3,46.9,28.2,11.7,175,69.7,122,34.4,291,28.2,291,17.9
1400000US37171930101,37171930101,"Census Tract 9301.01, Surry County, North Carolina",124,0,44.4,41.1,14.5,93,39.8,37,0,124,8.1,124,38.7
1400000US37171930102,37171930102,"Census Tract 9301.02, Surry County, North Carolina",231,13.4,36.4,47.6,2.6,123,76.4,94,9.6,231,13.9,231,13.9
1400000US37171930201,37171930201,"Census Tract 9302.01, Surry County, North Carolina",152,27.6,42.1,30.3,0,53,73.6,39,33.3,152,0,152,30.9
1400000US37171930202,37171930202,"Census Tract 9302.02, Surry County, North Carolina",217,26.7,19.8,21.2,32.3,116,89.7,104,9.6,217,0,217,36.4
1400000US37171930301,37171930301,"Census Tract 9303.01, Surry County, North Carolina",185,11.9,22.7,29.7,35.7,62,80.6,50,0,185,4.3,185,22.2
1400000US37171930302,37171930302,"Census Tract 9303.02, Surry County, North Carolina",403,17.9,28,42.7,11.4,134,76.1,102,24.5,412,23.5,412,34.7
1400000US37171930400,37171930400,"Census Tract 9304, Surry County, North Carolina",136,0,14,62.5,23.5,111,49.5,55,43.6,134,4.5,134,35.8
1400000US37171930501,37171930501,"Census Tract 9305.01, Surry County, North Carolina",279,2.2,54.8,31.9,11.1,160,46.3,74,0,279,25.1,279,30.5
1400000US37171930502,37171930502,"Census Tract 9305.02, Surry County, North Carolina",160,6.9,23.8,40.6,28.8,97,74.2,72,0,160,6.3,160,22.5
1400000US37171930600,37171930600,"Census Tract 9306, Surry County, North Carolina",169,20.1,25.4,33.1,21.3,65,55.4,36,0,169,6.5,169,29
1400000US37171930700,37171930700,"Census Tract 9307, Surry County, North Carolina",249,41,24.5,26.5,8,73,68.5,50,0,249,13.7,249,49.8
1400000US37171930801,37171930801,"Census Tract 9308.01, Surry County, North Carolina",398,16.6,23.6,49.5,10.3,276,75.7,209,0,398,4,398,29.4
1400000US37171930802,37171930802,"Census Tract 9308.02, Surry County, North Carolina",214,3.7,0,74.3,22,173,48,83,0,214,7.5,214,57.5
1400000US37171930901,37171930901,"Census Tract 9309.01, Surry County, North Carolina",367,13.9,21.3,51.5,13.4,172,53.5,92,14.1,364,7.7,364,24.5
1400000US37171930902,37171930902,"Census Tract 9309.02, Surry County, North Carolina",113,23,20.4,29.2,27.4,47,55.3,26,0,113,0,113,43.4
1400000US37171931001,37171931001,"Census Tract 9310.01, Surry County, North Carolina",106,4.7,0,78.3,17,40,12.5,5,100,111,9.9,111,20.7
1400000US37171931002,37171931002,"Census Tract 9310.02, Surry County, North Carolina",275,12.7,19.6,51.6,16,163,55.8,91,3.3,265,8.7,265,43.8
1400000US37171931003,37171931003,"Census Tract 9310.03, Surry County, North Carolina",124,21.8,36.3,23.4,18.5,88,56.8,50,0,124,0,124,66.9
1400000US37171931101,37171931101,"Census Tract 9311.01, Surry County, North Carolina",225,16.4,39.1,24.9,19.6,101,78.2,79,0,225,10.7,225,11.1
1400000US37171931102,37171931102,"Census Tract 9311.02, Surry County, North Carolina",179,21.2,43.6,35.2,0,80,82.5,66,19.7,179,20.1,179,15.6
1400000US37171931103,37171931103,"Census Tract 9311.03, Surry County, North Carolina",195,3.1,22.6,43.6,30.8,88,25,22,0,195,33.3,195,13.8
1400000US37171931200,37171931200,"Census Tract 9312, Surry County, North Carolina",232,3.4,49.1,37.9,9.5,119,75.6,90,0,232,4.7,232,37.5
1400000US37173940100,37173940100,"Census Tract 9401, Swain County, North Carolina",223,13,37.7,34.5,14.8,99,35.4,35,37.1,219,17.8,219,30.6
1400000US37173960200,37173960200,"Census Tract 9602, Swain County, North Carolina",202,5.4,17.3,40.6,36.6,112,92,103,21.4,202,4,202,17.3
1400000US37173960301,37173960301,"Census Tract 9603.01, Swain County, North Carolina",329,14.6,33.4,29.2,22.8,136,61,83,14.5,312,1.6,312,14.4
1400000US37173960302,37173960302,"Census Tract 9603.02, Swain County, North Carolina",341,8.8,25.8,44,21.4,209,56.9,119,0,341,4.7,341,29.9
1400000US37173980200,37173980200,"Census Tract 9802, Swain County, North Carolina",0,-,-,-,-,0,-,0,-,0,-,0,-
1400000US37175960100,37175960100,"Census Tract 9601, Transylvania County, North Carolina",399,2.3,38.8,40.6,18.3,158,83.5,132,16.7,399,1.8,399,30.6
1400000US37175960200,37175960200,"Census Tract 9602, Transylvania County, North Carolina",226,0,15.9,19,65,95,48.4,46,52.2,226,10.6,226,43.8
1400000US37175960300,37175960300,"Census Tract 9603, Transylvania County, North Carolina",665,3.9,33.7,22.1,40.3,223,65,145,3.4,633,5.5,633,45
1400000US37175960401,37175960401,"Census Tract 9604.01, Transylvania County, North Carolina",646,2,19.3,33.6,45,291,72.9,212,0,646,3.6,646,20.1
1400000US37175960402,37175960402,"Census Tract 9604.02, Transylvania County, North Carolina",673,0,14,18.6,67.5,131,29.8,39,53.8,673,0,673,28.8
1400000US37175960500,37175960500,"Census Tract 9605, Transylvania County, North Carolina",621,17.7,26.9,52.5,2.9,270,27,73,6.8,621,10.5,621,47.7
1400000US37175960600,37175960600,"Census Tract 9606, Transylvania County, North Carolina",480,11.9,20.6,29,38.5,157,76.4,120,9.2,480,3.1,480,40.2
1400000US37177960100,37177960100,"Census Tract 9601, Tyrrell County, North Carolina",337,13.9,28.5,48.4,9.2,228,68.9,157,32.5,292,6.5,292,12.7
1400000US37179020100,37179020100,"Census Tract 201, Union County, North Carolina",423,11.1,31,30,27.9,186,85.5,159,0,423,12.3,423,26
1400000US37179020202,37179020202,"Census Tract 202.02, Union County, North Carolina",451,12.4,32.8,39.2,15.5,282,83.7,236,0,486,0,486,20
1400000US37179020203,37179020203,"Census Tract 202.03, Union County, North Carolina",187,3.7,16,16.6,63.6,122,80.3,98,0,187,0,187,27.8
1400000US37179020204,37179020204,"Census Tract 202.04, Union County, North Carolina",183,4.4,53,30.1,12.6,97,91.8,89,0,183,0,183,29
1400000US37179020305,37179020305,"Census Tract 203.05, Union County, North Carolina",345,0,6.7,33,60.3,264,80.3,212,0,345,13.6,345,5.8
1400000US37179020306,37179020306,"Census Tract 203.06, Union County, North Carolina",306,4.2,33,55.9,6.9,225,100,225,13.3,306,2.6,306,42.8
1400000US37179020307,37179020307,"Census Tract 203.07, Union County, North Carolina",445,4,30.3,40.2,25.4,324,85.2,276,19.2,445,0,445,23.4
1400000US37179020308,37179020308,"Census Tract 203.08, Union County, North Carolina",302,0,31.1,41.4,27.5,198,81.3,161,19.9,302,5,302,14.9
1400000US37179020309,37179020309,"Census Tract 203.09, Union County, North Carolina",217,0,19.4,52.5,28.1,88,83,73,0,217,1.8,217,10.1
1400000US37179020310,37179020310,"Census Tract 203.10, Union County, North Carolina",318,0,25.8,44,30.2,225,92.4,208,23.6,318,3.1,318,14.8
1400000US37179020311,37179020311,"Census Tract 203.11, Union County, North Carolina",303,12.2,40.3,29.4,18.2,220,74.1,163,0,303,0,303,18.8
1400000US37179020312,37179020312,"Census Tract 203.12, Union County, North Carolina",344,4.4,50.3,41.9,3.5,235,94.9,223,11.2,344,3.5,344,19.2
1400000US37179020313,37179020313,"Census Tract 203.13, Union County, North Carolina",156,0,28.2,53.2,18.6,119,89.9,107,0,156,0,156,26.9
1400000US37179020314,37179020314,"Census Tract 203.14, Union County, North Carolina",256,8.2,14.5,28.1,49.2,108,92.6,100,20,256,0,256,14.5
1400000US37179020315,37179020315,"Census Tract 203.15, Union County, North Carolina",237,3.8,30.4,12.2,53.6,116,89.7,104,17.3,237,0,237,13.5
1400000US37179020316,37179020316,"Census Tract 203.16, Union County, North Carolina",259,0,20.1,29,51,237,87.8,208,0,259,3.9,259,2.3
1400000US37179020317,37179020317,"Census Tract 203.17, Union County, North Carolina",373,0,8,38.9,53.1,232,86.6,201,0,373,1.3,373,20.4
1400000US37179020401,37179020401,"Census Tract 204.01, Union County, North Carolina",671,5.5,23.5,42.9,28,437,75.3,329,22.8,666,2,666,44.1
1400000US37179020403,37179020403,"Census Tract 204.03, Union County, North Carolina",321,11.2,34.6,48.9,5.3,217,69.6,151,0,321,6.5,321,34
1400000US37179020404,37179020404,"Census Tract 204.04, Union County, North Carolina",206,0,24.8,58.3,17,163,73,119,12.6,229,24.5,229,15.7
1400000US37179020501,37179020501,"Census Tract 205.01, Union County, North Carolina",299,13.7,21.7,46.5,18.1,170,75.9,129,9.3,299,9,299,25.4
1400000US37179020502,37179020502,"Census Tract 205.02, Union County, North Carolina",249,5.2,24.5,47.8,22.5,182,78.6,143,48.3,273,0,273,18.7
1400000US37179020601,37179020601,"Census Tract 206.01, Union County, North Carolina",224,11.6,24.1,35.7,28.6,121,74.4,90,41.1,214,1.9,214,17.3
1400000US37179020602,37179020602,"Census Tract 206.02, Union County, North Carolina",293,10.6,19.8,35.5,34.1,164,70.7,116,6,264,9.8,264,29.9
1400000US37179020701,37179020701,"Census Tract 207.01, Union County, North Carolina",203,10.8,40.9,45.8,2.5,93,64.5,60,0,203,7.9,203,60.6
1400000US37179020702,37179020702,"Census Tract 207.02, Union County, North Carolina",313,8,50.5,25.9,15.7,200,75,150,26,302,7.9,302,26.5
1400000US37179020800,37179020800,"Census Tract 208, Union County, North Carolina",384,11.7,40.6,37.2,10.4,232,70.3,163,27,373,11,373,18.8
1400000US37179020901,37179020901,"Census Tract 209.01, Union County, North Carolina",278,17.6,29.9,50,2.5,205,97.1,199,20.1,334,6.3,334,14.1
1400000US37179020902,37179020902,"Census Tract 209.02, Union County, North Carolina",323,7.4,37.2,32.2,23.2,200,91.5,183,10.9,323,0,323,3.1
1400000US37179021004,37179021004,"Census Tract 210.04, Union County, North Carolina",279,12.2,5.4,26.9,55.6,228,96.5,220,0,279,0,279,15.8
1400000US37179021005,37179021005,"Census Tract 210.05, Union County, North Carolina",310,6.8,68.1,22.3,2.9,236,72.5,171,21.6,309,5.5,309,28.2
1400000US37179021006,37179021006,"Census Tract 210.06, Union County, North Carolina",334,0,10.2,42.2,47.6,190,86.3,164,0,334,3.3,334,26.9
1400000US37179021007,37179021007,"Census Tract 210.07, Union County, North Carolina",150,0,29.3,3.3,67.3,121,49.6,60,0,150,0,150,11.3
1400000US37179021008,37179021008,"Census Tract 210.08, Union County, North Carolina",370,1.1,2.2,22.2,74.6,239,87.9,210,23.3,370,6.2,370,13.8
1400000US37179021009,37179021009,"Census Tract 210.09, Union County, North Carolina",107,0,33.6,38.3,28,70,100,70,0,107,0,107,25.2
1400000US37179021010,37179021010,"Census Tract 210.10, Union County, North Carolina",463,0,0,38.7,61.3,300,85.7,257,0,463,3,463,6
1400000US37179021011,37179021011,"Census Tract 210.11, Union County, North Carolina",90,0,42.2,5.6,52.2,90,88.9,80,0,90,0,90,0
1400000US37179021012,37179021012,"Census Tract 210.12, Union County, North Carolina",172,4.7,8.7,42.4,44.2,87,66.7,58,0,172,0,172,9.9
1400000US37179021013,37179021013,"Census Tract 210.13, Union County, North Carolina",249,0,43.8,11.6,44.6,143,70.6,101,0,249,6,249,27.7
1400000US37179021014,37179021014,"Census Tract 210.14, Union County, North Carolina",275,1.5,28.7,43.6,26.2,203,69,140,40.7,275,8.4,275,52.7
1400000US37179021015,37179021015,"Census Tract 210.15, Union County, North Carolina",315,0,21.9,42.2,35.9,161,85.1,137,35,315,12.4,315,5.4
1400000US37181960100,37181960100,"Census Tract 9601, Vance County, North Carolina",348,26.7,17.8,35.6,19.8,208,63.5,132,12.9,348,7.5,348,31
1400000US37181960200,37181960200,"Census Tract 9602, Vance County, North Carolina",333,1.8,51.4,46.8,0,215,69.3,149,0,333,1.8,333,37.5
1400000US37181960300,37181960300,"Census Tract 9603, Vance County, North Carolina",510,2.9,60.4,20.8,15.9,341,80.1,273,5.5,510,4.7,510,24.3
1400000US37181960400,37181960400,"Census Tract 9604, Vance County, North Carolina",359,8.1,14.5,31.5,46,160,86.3,138,0,348,5.5,348,20.1
1400000US37181960500,37181960500,"Census Tract 9605, Vance County, North Carolina",300,17.3,34,30.7,18,209,42.6,89,27,291,9.6,291,28.5
1400000US37181960600,37181960600,"Census Tract 9606, Vance County, North Carolina",92,4.3,35.9,50,9.8,60,56.7,34,41.2,92,42.4,92,43.5
1400000US37181960700,37181960700,"Census Tract 9607, Vance County, North Carolina",205,11.2,42.4,39,7.3,163,68.1,111,1.8,196,12.8,196,50.5
1400000US37181960800,37181960800,"Census Tract 9608, Vance County, North Carolina",190,22.6,32.1,45.3,0,137,49.6,68,0,190,4.2,190,50
1400000US37181960900,37181960900,"Census Tract 9609, Vance County, North Carolina",399,5.3,44.9,46.1,3.8,317,76,241,5.8,421,3.6,421,49.6
1400000US37181961000,37181961000,"Census Tract 9610, Vance County, North Carolina",393,1.3,63.9,34.4,0.5,342,64,219,19.6,431,5.3,431,36.2
1400000US37183050100,37183050100,"Census Tract 501, Wake County, North Carolina",95,13.7,17.9,23.2,45.3,53,64.2,34,64.7,76,69.7,76,46.1
1400000US37183050300,37183050300,"Census Tract 503, Wake County, North Carolina",135,5.9,0,50.4,43.7,78,73.1,57,15.8,135,0,135,17.8
1400000US37183050400,37183050400,"Census Tract 504, Wake County, North Carolina",102,9.8,29.4,38.2,22.5,83,84.3,70,0,102,10.8,102,13.7
1400000US37183050500,37183050500,"Census Tract 505, Wake County, North Carolina",198,8.1,18.2,47,26.8,104,64.4,67,0,198,0,198,20.2
1400000US37183050600,37183050600,"Census Tract 506, Wake County, North Carolina",180,11.7,56.7,3.9,27.8,157,84.1,132,0,180,0,180,4.4
1400000US37183050700,37183050700,"Census Tract 507, Wake County, North Carolina",65,0,30.8,24.6,44.6,38,100,38,21.1,65,40,65,1.5
1400000US37183050800,37183050800,"Census Tract 508, Wake County, North Carolina",168,4.8,52.4,28,14.9,152,53.3,81,61.7,114,50,114,18.4
